year,month,day,consumption
2018,6,8,-6.695358374999999
2018,6,9,-7.40033975
2018,6,10,-7.933300166666666
2018,6,11,-8.319552083333333
2018,6,12,-7.951837666666666
2018,6,13,-7.904025333333333
2018,6,14,-3.3970794583333324
2018,6,15,-2.9292395833333322
2018,6,16,-2.510745291666666
2018,6,17,-4.860481583333334
2018,6,18,-4.329775916666665
2018,6,19,-1.8692894583333333
2018,6,20,-4.976810624999999
2018,6,21,-5.051010916666668
2018,6,22,-5.087568208333334
2018,6,23,-6.521362666666666
2018,6,24,-6.594957458333333
2018,6,25,-6.650491833333333
2018,6,26,-6.773603208333333
2018,6,27,-5.621092041666664
2018,6,28,-6.189326083333332
2018,6,29,-4.237997916666669
2018,6,30,-6.3090396250000005
2018,7,1,-6.84378525
2018,7,2,-7.614968125000001
2018,7,3,-8.130741083333332
2018,7,4,-8.033886833333336
2018,7,5,-7.512579875
2018,7,6,-0.5849105416666674
2018,7,7,-5.775667958333333
2018,7,8,-6.982630750000001
2018,7,9,-6.036016916666664
2018,7,10,-7.254205958333333
2018,7,11,-2.517541916666667
2018,7,12,-3.6479045833333323
2018,7,13,-3.2491174583333327
2018,7,14,-2.586496958333334
2018,7,15,-2.616108208333333
2018,7,16,-2.298050416666666
2018,7,17,-5.466162625
2018,7,18,-3.4865398333333335
2018,7,19,-3.327909916666665
2018,7,20,-4.393833
2018,7,21,-3.814754833333335
2018,7,22,-2.597450541666666
2018,7,23,-3.987004750000001
2018,7,24,-5.144802958333334
2018,7,25,-5.050555750000002
2018,7,26,-5.084973583333334
2018,7,27,-5.6402164583333345
2018,7,28,-5.118622791666666
2018,7,29,-4.217573375
2018,7,30,-3.542363166666666
2018,7,31,-3.850463250000002
2018,8,1,-4.497539958333333
2018,8,2,-7.677744916666668
2018,8,3,-4.415714458333335
2018,8,4,-4.9536806250000005
2018,8,5,-4.626758208333334
2018,8,6,-3.0286037083333324
2018,8,7,-3.267417208333333
2018,8,8,-4.848001583333334
2018,8,9,-0.7373789166666672
2018,8,10,-1.0786896666666659
2018,8,11,-2.1411304583333313
2018,8,12,-4.648074391304349
2018,8,13,-4.279547958333332
2018,8,14,-3.8461547083333336
2018,8,15,-4.335067375000002
2018,8,16,-1.9055869166666664
2018,8,17,-2.001754208333334
2018,8,18,-2.892549333333333
2018,8,19,-4.081552041666667
2018,8,20,-4.0783332916666675
2018,8,21,-3.4862780833333336
2018,8,22,-4.014987791666666
2018,8,23,-4.177995208333332
2018,8,24,-4.231243750000003
2018,8,25,-3.6056380833333352
2018,8,26,-0.9667154166666657
2018,8,27,0.7741734999999977
2018,8,28,0.4648148333333338
2018,8,29,-3.2261970000000004
2018,8,30,-3.437028916666668
2018,8,31,-4.479297833333334
2018,9,1,-4.974549041666665
2018,9,2,-4.739248333333333
2018,9,3,-3.112345958333332
2018,9,4,13.092862833333333
2018,9,5,-1.777022666666667
2018,9,6,0.33403187500000114
2018,9,7,-2.040391166666666
2018,9,8,-1.4184970000000021
2018,9,9,-0.7731812083333338
2018,9,10,-1.9395638333333336
2018,9,11,-0.974502416666665
2018,9,12,0.5160500833333342
2018,9,13,9.625872166666667
2018,9,14,0.21894608333333462
2018,9,15,-1.645672875000001
2018,9,16,-0.550096208333333
2018,9,17,-0.6878887083333337
2018,9,18,2.7291480833333353
2018,9,19,1.1753300416666663
2018,9,20,-0.5604055000000022
2018,9,21,-1.290733666666666
2018,9,22,1.4556031666666662
2018,9,23,0.08768154166666657
2018,9,24,-0.6975844166666665
2018,9,25,-1.9948842083333338
2018,9,26,-1.5495047083333355
2018,9,27,-0.3223846250000014
2018,9,28,-1.7488025833333323
2018,9,29,1.1214099583333323
2018,9,30,1.419495750000001
2018,10,1,-0.933553333333332
2018,10,2,-0.26017116666666745
2018,10,3,-0.6435371250000009
2018,10,4,1.0951856666666682
2018,10,5,1.2008767083333316
2018,10,6,0.45549270833333244
2018,10,7,1.0836013750000009
2018,10,8,0.958201458333336
2018,10,9,-0.29287645833333426
2018,10,10,-1.8875043333333332
2018,10,11,-1.579625499999998
2018,10,12,-2.241622041666664
2018,10,13,-2.323046749999999
2018,10,14,-1.6776917916666656
2018,10,15,-0.9689334166666644
2018,10,16,-0.7140207083333346
2018,10,17,1.0249148750000014
2018,10,18,-0.4725175
2018,10,19,0.09169225000000185
2018,10,20,1.914333208333333
2018,10,21,1.3350971249999997
2018,10,22,1.7863592916666666
2018,10,23,0.19761387499999827
2018,10,24,-0.03280712499999846
2018,10,25,-0.3480732916666654
2018,10,26,-0.03089370833333634
2018,10,27,2.3708311666666657
2018,10,28,0.13393358333333363
2018,10,29,1.2953277500000004
2018,10,30,1.2184382500000022
2018,10,31,6.659158875
2018,11,1,1.8204657083333347
2018,11,2,-0.4024649999999989
2018,11,3,-1.2564501249999995
2018,11,4,1.1591615416666647
2018,11,5,8.422274041666668
2018,11,6,32.891147458333336
2018,11,7,28.410355541666664
2018,11,8,8.351155833333332
2018,11,9,9.909996583333333
2018,11,10,8.323191291666665
2018,11,11,1.2006559166666664
2018,11,12,7.090540124999997
2018,11,13,6.306194333333333
2018,11,14,3.7591649583333346
2018,11,15,1.4567608749999996
2018,11,16,1.4236437083333329
2018,11,17,3.6948218333333327
2018,11,18,2.1157525416666663
2018,11,19,4.8705525
2018,11,20,9.161540541666668
2018,11,21,9.987486833333335
2018,11,22,10.244411583333335
2018,11,23,32.60709929166667
2018,11,24,63.764317625
2018,11,25,63.533136750000004
2018,11,26,36.32764208333333
2018,11,27,20.916506666666667
2018,11,28,56.155993125
2018,11,29,40.075818041666665
2018,11,30,7.302215708333332
2018,12,1,4.950960375
2018,12,2,3.943758958333334
2018,12,3,6.837563416666666
2018,12,4,32.904455875000004
2018,12,5,6.400312874999998
2018,12,6,2.169069166666667
2018,12,7,16.311593124999998
2018,12,8,59.12116866666667
2018,12,9,61.501528416666666
2018,12,10,58.917265875
2018,12,11,57.780442125
2018,12,12,56.789981958333335
2018,12,13,60.073536999999995
2018,12,14,58.27044591666667
2018,12,15,57.124862666666665
2018,12,16,60.734712374999994
2018,12,17,59.707040291666665
2018,12,18,58.521713041666665
2018,12,19,57.14646341666667
2018,12,20,57.614421375
2018,12,21,56.38190666666667
2018,12,22,19.236956458333335
2018,12,23,9.923822083333334
2018,12,24,10.023537333333332
2018,12,25,11.440133916666667
2018,12,26,11.461806375
2018,12,27,11.533590083333335
2018,12,28,10.613305125
2018,12,29,6.769459833333335
2018,12,30,10.250798958333334
2018,12,31,10.554426750000001
2019,1,1,11.607865249999998
2019,1,2,11.147378249999997
2019,1,3,10.206831583333335
2019,1,4,7.135604208333333
2019,1,5,11.038164875
2019,1,6,10.991782208333333
2019,1,7,9.946100999999999
2019,1,8,7.153399041666667
2019,1,9,5.113893541666667
2019,1,10,4.258129249999999
2019,1,11,3.5711075833333332
2019,1,12,4.117055375000001
2019,1,13,2.8341145416666667
2019,1,14,1.9941484166666659
2019,1,15,-1.3199157916666673
2019,1,16,7.164357083333335
2019,1,17,3.827765208333334
2019,1,18,-0.7117335833333328
2019,1,19,4.592346041666667
2019,1,20,0.48668745833333277
2019,1,21,7.255338458333331
2019,1,22,6.4241507916666665
2019,1,23,5.879425208333333
2019,1,24,6.90268825
2019,1,25,6.990576250000001
2019,1,26,4.305011916666666
2019,1,27,6.193918458333333
2019,1,28,7.512583708333335
2019,1,29,8.445443625000001
2019,1,30,7.008974874999999
2019,1,31,7.210961
2019,2,1,5.837076749999999
2019,2,2,6.00412275
2019,2,3,6.153497458333335
2019,2,4,4.755653249999999
2019,2,5,5.861510749999998
2019,2,6,5.788373791666665
2019,2,7,4.937257875
2019,2,8,4.695493374999999
2019,2,9,3.7637148333333337
2019,2,10,4.4417100000000005
2019,2,11,3.504821083333334
2019,2,12,-1.417020458333333
2019,2,13,2.051688916666667
2019,2,14,2.7108952083333335
2019,2,15,6.2335690833333315
2019,2,16,7.832081458333334
2019,2,17,3.331888333333333
2019,2,18,9.480140541666668
2019,2,19,8.044550625000001
2019,2,20,7.004943124999998
2019,2,21,6.443458458333333
2019,2,22,4.715724916666667
2019,2,23,-1.4395685416666673
2019,2,24,-2.6660677500000003
2019,2,25,7.233424875
2019,2,26,7.691559541666667
2019,2,27,0.1124794166666669
2019,2,28,-0.38187104166666835
2019,3,1,-1.2948421250000026
2019,3,2,-2.149462291666667
2019,3,3,-1.637128833333333
2019,3,4,-2.4387338749999996
2019,3,5,-5.267339291666666
2019,3,6,-4.199357833333333
2019,3,7,-3.750354374999999
2019,3,8,-4.54873775
2019,3,9,-5.091671666666667
2019,3,10,-4.175242916666668
2019,3,11,-4.507289583333333
2019,3,12,-6.073844291666666
2019,3,13,-5.363370083333333
2019,3,14,-4.9501009583333335
2019,3,15,-3.9681530833333336
2019,3,16,-4.904394708333334
2019,3,17,-4.575768750000001
2019,3,18,-3.202380541666667
2019,3,19,-3.6859655416666652
2019,3,20,-3.5312676249999986
2019,3,21,-2.395447375
2019,3,22,1.6215647500000028
2019,3,23,-2.1950493750000004
2019,3,24,-2.7181894583333333
2019,3,25,-1.7718199166666675
2019,3,26,-1.8887644583333323
2019,3,27,-2.3914873749999983
2019,3,28,-2.861889291666666
2019,3,29,-3.142710125000001
2019,3,30,-3.259574750000001
2019,3,31,-2.3928867083333336
2019,4,1,-3.3521732916666664
2019,4,2,-2.5432531666666667
2019,4,3,4.33054775
2019,4,4,1.4102713333333343
2019,4,5,0.5766517499999999
2019,4,6,-0.0026196249999997923
2019,4,7,-1.2554369583333325
2019,4,8,-1.2705669583333348
2019,4,9,1.706915291666668
2019,4,10,34.42142404166667
2019,4,11,23.345916083333336
2019,4,12,-1.3932492083333325
2019,4,13,-1.1803135833333327
2019,4,14,-2.8271052500000007
2019,4,15,-3.257862916666667
2019,4,16,-3.149362333333332
2019,4,17,-2.104215291666668
2019,4,18,-1.620153291666666
2019,4,19,-0.7371693333333337
2019,4,20,-0.30337399999999975
2019,4,21,-2.8748689583333333
2019,4,22,-5.891244541666669
2019,4,23,-2.342485583333334
2019,4,24,-2.204210208333332
2019,4,25,-1.1254812500000002
2019,4,26,-2.6419111666666666
2019,4,27,-2.863095874999999
2019,4,28,-2.8668048749999997
2019,4,29,-2.4281422499999987
2019,4,30,-2.5402027083333327
2019,5,1,-2.1902866249999997
2019,5,2,-2.9966157083333322
2019,5,3,-2.9403278333333343
2019,5,4,-2.682676375
2019,5,5,-3.651773625000001
2019,5,6,-3.707005750000001
2019,5,7,-3.3836835
2019,5,8,-3.2693885000000003
2019,5,9,-3.5813696666666672
2019,5,10,-4.405724291666666
2019,5,11,-4.654566875
2019,5,12,-4.67364125
2019,5,13,-4.162173375000001
2019,5,14,-3.094149874999998
2019,5,15,-3.768397208333333
2019,5,16,-4.173084708333334
2019,5,17,-5.983939291666666
2019,5,18,-5.962953083333333
2019,5,19,-11.635653583333335
2019,5,20,-12.705681
2019,5,21,-12.840315958333333
2019,5,22,-12.229077625
2019,5,23,-10.493753
2019,5,24,-11.628480541666667
2019,5,25,-1.126357625000001
2019,5,26,-2.8738907916666645
2019,5,27,-11.491859666666668
2019,5,28,-11.219748625000001
2019,5,29,-9.126743041666666
2019,5,30,-9.75694625
2019,5,31,-11.007992583333333
2019,6,1,-12.577573458333331
